country,region,sub-region,retail-and-recreation,grocery-and-pharmacy,parks,transit-stations,workplaces,residential
IE,,County Monaghan,-80,-43,,-58,-49,18
IE,,County Offaly,-79,-38,-40,-65,-47,22
IE,,County Roscommon,-86,-38,,,-43,18
IE,,County Sligo,-89,-44,-48,-69,-44,9
IE,,County Tipperary,-80,-36,-61,-73,-46,21
IE,,County Waterford,-87,-45,-75,-77,-46,20
IE,,County Westmeath,-85,-48,-45,-75,-52,24
IE,,County Wexford,-83,-42,-70,-71,-52,22
IE,,County Wicklow,-89,-40,-79,-76,-53,27
IL,,,-67,-13,-56,-61,-59,30
IN,,,-77,-65,-57,-71,-47,22
IQ,,,-64,-42,-48,-61,-55,21
IT,,,-94,-85,-90,-87,-63,24
IT,,Abruzzo,-94,-84,-89,-90,-63,24
IT,,Aosta,-95,-88,-91,-86,-67,36
IT,,Apulia,-94,-85,-88,-88,-64,25
IT,,Basilicata,-91,-84,-77,-86,-58,22
IT,,Calabria,-94,-92,-85,-90,-63,22
IT,,Campania,-94,-78,-91,-89,-67,23
IT,,Emilia-Romagna,-96,-94,-88,-88,-65,24
IT,,Friuli-Venezia Giulia,-95,-94,-90,-83,-59,24
IT,,Lazio,-94,-76,-90,-88,-62,24
IT,,Liguria,-94,-80,-91,-85,-60,23
IT,,Lombardy,-95,-81,-91,-89,-65,24
IT,,Marche,-95,-88,-91,-86,-64,26
IT,,Molise,-91,-82,-84,-80,-60,29
IT,,Piedmont,-94,-82,-89,-85,-59,23
IT,,Sardinia,-94,-92,-87,-81,-56,22
IT,,Sicily,-95,-93,-91,-89,-68,25
IT,,Trentino-South Tyrol,-96,-94,-93,-86,-65,25
IT,,Tuscany,-94,-84,-91,-85,-62,25
IT,,Umbria,-95,-89,-86,-81,-61,25
IT,,Veneto,-96,-95,-91,-89,-62,25
JM,,,-53,-36,-50,-50,-29,12
JO,,,-74,-52,-59,-89,-73,27
JP,,,-26,-7,-25,-41,-9,7
JP,,Aichi,-14,1,-11,-35,-5,6
JP,,Akita,-1,5,19,-20,0,3
JP,,Aomori,-11,1,11,-20,0,3
JP,,Chiba,-43,-21,-61,-53,-15,11
JP,,Ehime,-5,5,29,-12,0,3
JP,,Fukui,-13,5,-18,-19,-2,6
JP,,Fukuoka,-13,6,34,-34,-3,4
JP,,Fukushima,-21,-7,-51,-35,-4,7
JP,,Gifu,-14,3,-25,-32,-4,6
JP,,Gunma,-33,-15,-55,-49,-8,9
JP,,Hiroshima,-7,7,15,-24,-1,3
JP,,Hokkaido,-7,3,-2,-27,-5,3
JP,,Hyogo,-12,5,-10,-31,-4,5
JP,,Ibaraki,-31,-16,-60,-51,-10,10
JP,,Ishikawa,-8,8,-23,-30,-1,4
JP,,Iwate,-5,5,6,-19,1,3
JP,,Kagawa,-7,4,19,-22,-1,3
JP,,Kagoshima,-5,4,16,-15,4,2
JP,,Kanagawa,-55,-31,-66,-55,-23,13
JP,,Kochi,-3,3,23,-7,0,2
JP,,Kumamoto,-13,4,36,-14,-1,4
JP,,Kyoto,-10,7,12,-32,-3,4
JP,,Mie,-9,4,-20,-33,-1,5
JP,,Miyagi,-14,0,-37,-35,-2,5
JP,,Miyazaki,-7,7,4,-15,2,3
JP,,Nagano,-31,-11,-56,-44,-4,8
JP,,Nagasaki,-3,8,30,-12,3,2
JP,,Nara,-7,11,10,-27,-5,4
JP,,Niigata,-11,3,-22,-35,-3,5
JP,,Oita,-8,5,22,-17,-1,3
JP,,Okayama,-7,7,17,-18,0,3
JP,,Okinawa,-9,0,-14,-27,1,3
JP,,Osaka,-21,3,-8,-39,-7,6
JP,,Saga,-4,6,48,-19,0,3
JP,,Saitama,-51,-28,-61,-53,-20,12
JP,,Shiga,-6,7,-8,-25,-2,4
JP,,Shimane,1,6,45,4,5,1
JP,,Shizuoka,-17,-4,-47,-38,-6,7
JP,,Tochigi,-33,-16,-61,-46,-9,10
JP,,Tokushima,-4,3,27,-13,0,3
JP,,Tokyo,-63,-32,-66,-59,-27,14
JP,,Tottori,1,9,15,-13,2,2
JP,,Toyama,-6,7,-19,-26,0,4
JP,,Wakayama,-6,8,16,-21,-2,4
JP,,Yamagata,-3,6,-12,-27,-1,3
JP,,Yamaguchi,-4,9,49,-6,1,3
JP,,Yamanashi,-29,-13,-56,-51,-9,8
KE,,,-45,-33,-20,-39,-22,17
KG,,,-74,-64,-32,-70,-43,15
KH,,,-43,-29,-31,-57,-15,12
KR,,,-19,11,51,-17,-12,6
KW,,,-56,-30,-48,-49,-42,23
KW,,Al Ahmadi Governorate,-52,-28,-40,-37,-34,20
KW,,Al Asimah Governate,-65,-34,-56,-53,-50,21
KW,,Al Farwaniyah Governorate,-50,-31,-47,-55,-37,24
KW,,Al Jahra Governorate,-46,-30,-38,-18,-32,19
KW,,Hawalli Governorate,-61,-28,-53,-40,-52,26
KW,,Mubarak Al-Kabeer Governorate,-56,-34,-51,-42,-52,21
KZ,,,-45,-24,-20,-32,-17,9
LA,,,-45,-23,-18,-47,-9,11
LB,,,-73,-48,-59,-84,-41,15
LI,,,-90,-22,,-58,-37,
LK,,,-86,-87,-57,-78,-50,32
LT,,,-72,-38,-28,-63,-33,11
LT,,Alytus County,-71,-36,0,-70,-32,17
LT,,Kaunas County,-74,-40,-48,-68,-33,11
LT,,Klaipėda County,-73,-31,-43,-59,-36,11
LT,,Marijampolė County,-64,-39,-35,-41,-27,18
LT,,Panevėžys County,-70,-36,-32,-63,-26,7
LT,,Tauragė County,-60,-31,,-46,-23,15
LT,,Telšiai County,-67,-40,-18,-44,-24,17
LT,,Utena County,-63,-22,1,-35,-23,16
LT,,Vilnius County,-74,-41,-22,-67,-40,12
LT,,Šiauliai County,-73,-39,-41,-38,-30,7
LU,,,-90,-70,-66,-78,-60,23
LV,,,-50,-22,-18,-48,-25,7
LY,,,-49,-28,-32,-52,-36,21
MD,,,-67,-44,-43,-68,-37,12
MK,,,-74,-41,-44,-69,-51,18
ML,,,-25,-18,-12,-36,0,9
MM,,,-46,-29,-19,-35,-10,12
MN,,,-16,5,5,-16,-2,2
MT,,,-76,-38,-45,-57,-49,19
MU,,,-89,-86,-88,-89,-69,24
MU,,Flacq District,-92,-89,-88,,-72,8
MU,,Grand Port District,-94,-90,-90,-94,-70,8
MU,,Moka District,-97,-76,,-74,-65,8
MU,,Pamplemousses District,-81,-82,-91,-81,-67,7
MU,,Plaines Wilhems District,-91,-88,,-92,-71,37
MU,,Port Louis District,-88,-89,-85,-87,-65,6
MU,,Rivière du Rempart District,-93,-93,-100,,-67,8
MU,,Rivière Noire District,-92,-88,-91,-82,-73,8
MU,,Rodrigues District,,,-55,,-62,
MU,,Savanne District,-91,-83,-28,,-69,
MX,,,-45,-19,-46,-47,-20,11
MY,,,-81,-58,-68,-83,-52,31
MZ,,,-26,-13,-22,-29,1,10
NA,,,-56,-42,-39,-74,-28,16
NE,,,-23,-15,-19,-25,-1,9
NG,,,-39,-25,-24,-34,-11,15
NI,,,-45,-25,-31,-38,-17,11
NL,,,-65,-29,-30,-68,-35,11
NL,,Drenthe,-61,-30,-27,-58,-29,9
NL,,Flevoland,-56,-25,-5,-63,-34,10
NL,,Friesland,-57,-28,-11,-51,-28,9
NL,,Gelderland,-66,-28,-29,-62,-33,10
NL,,Groningen,-65,-31,2,-63,-33,10
NL,,Limburg,-76,-34,-59,-65,-38,12
NL,,North Brabant,-68,-28,-33,-71,-34,12
NL,,North Holland,-66,-31,-35,-78,-40,12
NL,,Overijssel,-67,-29,-25,-66,-34,11
NL,,South Holland,-60,-26,-22,-64,-35,11
NL,,Utrecht,-60,-32,-17,-70,-36,11
NL,,Zeeland,-69,-40,-46,-57,-31,10
NO,,,-65,-32,-5,-57,-34,11
NO,,Agder,-59,-21,-1,-39,-31,9
NO,,Innlandet,-66,-37,-8,-54,-32,10
NO,,Møre og Romsdal,-73,-38,-40,-67,-29,10
NO,,Nordland,-61,-18,24,-71,-24,8
NO,,Oslo,-68,-26,-7,-64,-45,14
NO,,Rogaland,-61,-38,4,-58,-35,11
NO,,Troms Og Finnmark,-74,-46,-24,-71,-32,10
NO,,Trondelag,-74,-41,-15,-68,-37,13
NO,,Vestfold Og Telemark,-59,-23,13,-52,-30,10
NO,,Vestland,-71,-47,-31,-66,-36,12
NO,,Viken,-56,-21,24,-59,-33,11
NP,,,-78,-69,-55,-74,-72,28
NZ,,,-91,-54,-78,-84,-59,22
NZ,,Auckland,-89,-55,-70,-83,-64,25
NZ,,Bay Of Plenty,-92,-51,-86,-83,-52,22
NZ,,Canterbury,-90,-56,-83,-90,-60,22
NZ,,Gisborne,-100,-48,-88,,-47,
NZ,,Hawke's Bay,-94,-53,-78,-84,-51,31
NZ,,Manawatu-Wanganui,-93,-50,-76,-84,-54,33
NZ,,Marlborough,-92,-60,-83,-91,-25,0
NZ,,Nelson,-100,-60,-81,,-61,4
NZ,,Northland,-93,-55,-86,-86,-52,32
NZ,,Otago,-95,-62,-82,-91,-64,39
NZ,,Southland,-96,-53,-83,,-48,17
NZ,,Taranaki,-95,-52,-86,,-51,17
NZ,,Tasman,-90,-67,-89,,-54,
NZ,,Waikato,-94,-55,-84,-82,-57,23
NZ,,Wellington,-93,-54,-63,-84,-62,20
NZ,,West Coast,-100,-61,-87,,-54,
OM,,,-52,-35,-41,-64,-34,17
PA,,,-84,-61,-78,-77,-59,31
PE,,,-82,-57,-76,-83,-55,29
PG,,,-20,-9,-12,-46,11,12
PH,,,-81,-59,-59,-82,-54,26
PK,,,-70,-55,-45,-62,-41,18
PL,,,-78,-59,-59,-71,-36,13
PL,,Greater Poland Voivodeship,-80,-61,-62,-73,-37,13
PL,,Kuyavian-Pomeranian Voivodeship,-79,-63,-73,-78,-33,12
PL,,Lesser Poland Voivodeship,-84,-65,-69,-78,-41,14
PL,,Lower Silesian Voivodeship,-82,-65,-71,-77,-38,13
PL,,Lublin Voivodeship,-71,-44,-25,-71,-32,12
PL,,Lubusz Voivodeship,-77,-65,-55,-72,-37,12
PL,,Masovian Voivodeship,-77,-54,-60,-70,-35,13
PL,,Opole Voivodeship,-79,-62,-55,-72,-37,12
PL,,Podkarpackie Voivodeship,-71,-46,-11,-71,-36,13
PL,,Podlaskie Voivodeship,-75,-47,-17,-60,-32,11
PL,,Pomeranian Voivodeship,-82,-64,-78,-78,-38,14
PL,,Silesian Voivodeship,-77,-58,-50,-65,-35,13
PL,,Swietokrzyskie,-74,-44,-26,-67,-34,12
PL,,Warmian-Masurian Voivodeship,-77,-60,-63,-73,-35,11
PL,,West Pomeranian Voivodeship,-80,-66,-76,-69,-39,12
PL,,Łódź Voivodeship,-74,-55,-49,-66,-29,13
PR,,,-77,-51,-75,-79,-48,21
PT,,,-83,-59,-80,-78,-53,22
PT,,Aveiro District,-83,-61,-84,-83,-53,24
PT,,Azores,-83,-56,-66,-87,-47,18
PT,,Beja District,-83,-59,-60,,-40,24
PT,,Braga,-83,-60,-82,-76,-52,24
PT,,Bragança District,-85,-66,-57,-78,-52,18
PT,,Castelo Branco District,-81,-61,-65,-76,-48,31
PT,,Coimbra District,-83,-61,-80,-77,-48,23
PT,,Faro District,-83,-60,-78,-82,-54,21
PT,,Guarda District,-86,-64,-75,-68,-46,28
PT,,Leiria District,-85,-62,-85,-81,-50,23
PT,,Lisbon,-84,-58,-82,-79,-56,22
PT,,Madeira,-89,-63,-86,-77,-60,27
PT,,Portalegre District,-85,-63,-70,,-42,24
PT,,Porto District,-84,-59,-82,-79,-54,23
PT,,Santarém District,-83,-59,-77,-81,-46,20
PT,,Setubal,-82,-56,-78,-74,-54,20
PT,,Viana do Castelo District,-85,-68,-76,-76,-51,26
PT,,Vila Real District,-86,-64,-71,-72,-52,33
PT,,Viseu District,-82,-60,-65,-61,-48,22
PT,,Évora District,-83,-59,-78,-77,-48,29
PY,,,-68,-52,-71,-76,-30,23
QA,,,-51,-25,-34,-52,-31,22
RE,,,-96,-88,-92,-82,-53,
RO,,,-81,-53,-60,-72,-39,15
RO,,Alba County,-83,-58,-49,-62,-45,12
RO,,Arad County,-81,-55,-45,-69,-38,15
RO,,Argeș County,-79,-54,-45,-73,-36,15
RO,,Bacău County,-80,-55,-47,-77,-38,15
RO,,Bihor County,-80,-59,-39,-64,-38,14
RO,,Bistrița-Năsăud County,-82,-64,-64,-64,-43,17
RO,,Botoșani County,-77,-51,-6,-67,-38,14
RO,,Brașov County,-85,-61,-79,-79,-43,17
RO,,Brăila County,-78,-47,-71,-70,-31,15
RO,,Bucharest,-85,-50,-86,-74,-45,18
RO,,Buzău County,-76,-56,-50,-59,-29,15
RO,,Caraș-Severin County,-77,-56,-53,-69,-41,19
RO,,Cluj County,-85,-62,-66,-77,-45,17
RO,,Constanța County,-80,-49,-72,-69,-37,16
RO,,Covasna County,-85,-61,-60,-61,-36,20
RO,,Călărași County,-65,-50,-53,-60,-24,14
RO,,Dolj County,-78,-53,-58,-67,-32,14
RO,,Dâmbovița County,-76,-52,-50,-61,-32,14
RO,,Galați,-80,-51,-66,-71,-38,16
RO,,Giurgiu County,-63,-38,-37,-45,-19,14
RO,,Gorj County,-73,-48,-50,-67,-36,15
RO,,Harghita County,-79,-65,-60,-60,-40,18
RO,,Hunedoara County,-82,-53,-66,-67,-44,14
RO,,Ialomița County,-62,-49,-47,-63,-28,17
RO,,Iași County,-82,-53,-57,-73,-39,17
RO,,Ilfov County,-78,-47,-61,-78,-39,16
RO,,Maramureș County,-81,-58,-44,-67,-44,13
RO,,Mehedinți County,-78,-48,-51,-64,-33,20
RO,,Mureș County,-81,-58,-61,-68,-37,14
RO,,Neamț County,-80,-55,-62,-79,-39,16
RO,,Olt County,-70,-46,-53,-66,-35,13
RO,,Prahova,-81,-56,-72,-73,-36,14
RO,,Satu Mare County,-82,-58,-39,-72,-40,13
RO,,Sibiu,-83,-63,-70,-73,-42,15
RO,,Suceava County,-85,-65,-49,-78,-48,17
RO,,Sălaj,-82,-50,-55,-64,-36,16
RO,,Teleorman County,-56,-47,-21,-55,-24,13
RO,,Timiș County,-83,-54,-71,-74,-42,16
RO,,Tulcea County,-79,-53,-60,-71,-33,16
RO,,Vaslui County,-76,-53,-28,-68,-37,13
RO,,Vrancea County,-81,-56,-36,-74,-37,17
RO,,Vâlcea County,-78,-52,-50,-66,-36,14
RW,,,-56,-57,-18,-75,-31,22
SA,,,-54,-24,-49,-75,-45,23
SE,,,-24,-10,43,-36,-18,5
SE,,Blekinge County,-6,-5,26,-23,-18,9
SE,,Dalarna County,-34,-15,1,-30,-17,5
SE,,Gavleborg County,-27,-10,10,-27,-14,5
SE,,Gotland County,-12,-6,,-45,-10,7
SE,,Halland County,-13,-7,74,-25,-14,5
SE,,Jamtland County,-41,-25,3,-46,-16,8
SE,,Jonkoping County,-24,-7,30,-29,-23,6
SE,,Kalmar County,-11,-5,21,-27,-13,5
SE,,Kronoberg County,-19,-6,-51,-35,-17,8
SE,,Norrbotten County,-30,-14,60,-38,-15,2
SE,,Skåne County,-23,-8,23,-43,-16,6
SE,,Stockholm County,-31,-14,24,-45,-21,7
SE,,Södermanland County,-18,-7,46,-41,-19,5
SE,,Uppsala County,-27,-9,35,-36,-18,7
SE,,Varmland County,-28,-11,0,-25,-13,5
SE,,Västerbotten County,-27,-10,34,-32,-18,3
SE,,Västernorrland County,-26,-9,-14,-26,-17,4
SE,,Västmanland County,-18,-7,-25,-32,-17,5
SE,,Västra Götaland County,-24,-9,38,-34,-18,6
SE,,Örebro County,-18,-7,59,-28,-18,5
SE,,Östergötland County,-18,-12,60,-33,-17,5
SG,,,-28,-6,-12,-40,-15,15
SI,,,-88,-92,-43,-54,-45,13
SI,,Administrative unit Maribor,-90,-95,-53,-69,-45,27
SI,,Ajdovščina,-86,-41,,-65,-56,
SI,,Brežice,-91,-55,,,-57,
SI,,Celje,-88,-94,-58,-52,-39,11
SI,,Cerknica,-83,,,,-53,
SI,,Domžale,-89,-89,,-55,-39,22
SI,,Dravograd,-70,,,,-45,
SI,,Gornja Radgona,-88,-33,,,-48,
SI,,Grosuplje,-90,-43,,,-38,2
SI,,Idrija,-66,-45,,,-55,
SI,,Ilirska Bistrica,-80,,,,-55,
SI,,Izola,-84,-33,,,-63,
SI,,Jesenice,-90,-53,-67,-61,-53,
SI,,Kamnik,-95,-47,,,-39,2
SI,,Koper,-92,-85,-63,-73,-47,13
SI,,Kočevje,-73,-51,,,-52,
SI,,Kranj,-90,-91,,-75,-52,30
SI,,Krško,-71,-54,,,-36,
SI,,Laško,-80,-51,,,-53,
SI,,Lenart,-89,-41,,,-51,
SI,,Lendava,-78,-55,,,-48,
SI,,Litija,-77,-35,,,-53,
SI,,Ljubljana,-87,-91,-51,-58,-44,15
SI,,Ljutomer,-88,-48,,,-52,
SI,,Logatec,-88,-47,,-81,-53,
SI,,Metlika,,,,,-58,
SI,,Mozirje,-80,-45,,,-53,
SI,,Municipality of Hrastnik,,,,,-53,
SI,,Murska Sobota,-90,-39,,-44,-50,1
SI,,Nova Gorica,-89,-49,,-60,-52,2
SI,,Novo Mesto,-90,-45,,,-37,19
SI,,Ormož,-61,-50,,,-59,
SI,,Pesnica,-83,,,,-55,
SI,,Piran,-90,-81,-53,,-61,
SI,,Postojna,-73,-46,,-51,-51,
SI,,Ptuj,-95,-92,,-61,-37,18
SI,,Radlje ob Dravi,-81,-45,,,-49,
SI,,Radovljica,-94,-50,-62,-61,-61,
SI,,Ravne na Koroškem,-76,-41,,,-30,
SI,,Ribnica,,,,,-52,
SI,,Ruše,-78,,,,-52,
SI,,Sevnica,-85,-40,,,-51,
SI,,Sežana,-95,-57,,,-44,
SI,,Slovenj Gradec,-86,-57,,,-58,
SI,,Slovenska Bistrica,-100,-49,,,-36,
SI,,Slovenske Konjice,-91,-36,,,-48,
SI,,Tolmin,-68,-49,,,-54,
SI,,Trbovlje,-86,-41,,,-50,
SI,,Trebnje,-92,-49,,,-57,
SI,,Tržič,-84,-44,,,-54,
SI,,Velenje,-93,-58,,-59,-47,0
SI,,Vrhnika,-88,-42,,,-50,
SI,,Zagorje ob Savi,-76,-45,,,-59,
SI,,Črnomelj,-70,-47,,,-47,
SI,,Šentjur,-74,-44,,,-54,
SI,,Škofja Loka,-90,-43,,-63,-64,1
SI,,Šmarje pri Jelšah,-82,-60,2,,-58,
SI,,Žalec,-100,-42,,,-41,0
SK,,,-82,-89,-9,-61,-38,10
SK,,Banská Bystrica Region,-81,-88,5,-59,-36,9
SK,,Bratislava Region,-83,-91,-3,-64,-40,12
SK,,Košice Region,-81,-90,67,-60,-34,9
SK,,Nitra Region,-81,-90,29,-58,-36,9
SK,,Prešov Region,-82,-90,-55,-71,-41,10
SK,,Trenčín Region,-78,-88,3,-57,-40,9
SK,,Trnava Region,-81,-89,45,-62,-38,10
SK,,Žilina Region,-83,-88,-25,-68,-41,10
SN,,,-44,-31,-28,-50,-10,12
SV,,,-81,-62,-72,-73,-50,23
TG,,,-37,-25,-21,-41,-9,16
TH,,,-55,-27,-54,-61,-21,16
TJ,,,-8,-8,4,-17,10,-3
TR,,,-75,-39,-58,-71,-45,17
TT,,,-29,10,-40,-70,-17,9
TW,,,-9,3,17,-24,-1,4
TZ,,,-16,-8,-7,-11,-9,3
UG,,,-50,-36,-16,-59,-23,19
US,,,-47,-22,-19,-51,-38,12
US,,Alabama,-41,-13,19,-30,-32,9
US,,Alaska,-48,-27,18,-55,-33,10
US,,Arizona,-40,-17,-7,-41,-33,10
US,,Arkansas,-29,-7,81,-22,-27,7
US,,California,-50,-24,-38,-54,-39,15
US,,Colorado,-51,-27,-12,-60,-40,13
US,,Connecticut,-56,-32,-52,-64,-38,15
US,,Delaware,-47,-28,-6,-57,-37,12
US,,District of Columbia,-64,-30,-41,-68,-47,14
US,,Florida,-50,-26,-48,-63,-41,13
US,,Georgia,-42,-17,-2,-52,-37,11
US,,Hawaii,-56,-36,-65,-72,-45,16
US,,Idaho,-42,-18,25,-34,-38,10
US,,Illinois,-53,-24,-29,-55,-39,13
US,,Indiana,-48,-25,24,-34,-36,11
US,,Iowa,-43,-10,41,-28,-29,10
US,,Kansas,-36,-14,72,-20,-30,9
US,,Kentucky,-37,-11,68,-34,-34,9
US,,Louisiana,-45,-16,-18,-49,-35,11
US,,Maine,-50,-22,-24,-56,-31,10
US,,Maryland,-45,-25,29,-51,-39,13
US,,Massachusetts,-59,-36,-56,-73,-42,16
US,,Michigan,-58,-28,15,-55,-43,12
US,,Minnesota,-58,-35,-16,-64,-38,14
US,,Mississippi,-32,-7,27,-29,-30,9
US,,Missouri,-38,-12,73,-34,-32,9
US,,Montana,-51,-25,28,-37,-37,10
US,,Nebraska,-34,-9,109,-18,-24,8
US,,Nevada,-47,-23,-38,-62,-52,14
US,,New Hampshire,-58,-35,-63,-63,-38,13
US,,New Jersey,-59,-33,-36,-70,-44,16
US,,New Mexico,-44,-18,-12,-31,-34,11
US,,New York,-62,-32,-47,-68,-46,16
US,,North Carolina,-40,-15,13,-51,-35,10
US,,North Dakota,-44,-13,73,-36,-24,9
US,,Ohio,-43,-19,117,-33,-35,10
US,,Oklahoma,-36,-12,29,-23,-32,9
US,,Oregon,-51,-25,-22,-47,-38,12
US,,Pennsylvania,-50,-27,7,-52,-38,12
US,,Rhode Island,-55,-30,-50,-67,-37,14
US,,South Carolina,-38,-11,-4,-34,-34,9
US,,South Dakota,-35,-3,126,-31,-25,8
US,,Tennessee,-35,-9,35,-35,-34,8
US,,Texas,-45,-23,-27,-47,-36,13
US,,Utah,-41,-14,26,-44,-40,10
US,,Vermont,-62,-42,-55,-71,-43,13
US,,Virginia,-39,-16,46,-50,-36,11
US,,Washington,-48,-26,-11,-56,-41,13
US,,West Virginia,-38,-16,52,-31,-33,8
US,,Wisconsin,-55,-30,-12,-50,-34,13
US,,Wyoming,-37,-13,29,-14,-29,8
US,Alabama,Autauga County,-42,-8,-14,,-35,16
US,Alabama,Baldwin County,-47,-19,-27,-24,-32,9
US,Alabama,Barbour County,-27,-20,,,-23,
US,Alabama,Bibb County,-25,-10,,,-32,
US,Alabama,Blount County,-36,-2,,,-29,15
US,Alabama,Bullock County,-37,-13,,,-24,
US,Alabama,Butler County,-37,-5,,-45,-30,
US,Alabama,Calhoun County,-40,-17,-22,,-33,8
US,Alabama,Chambers County,-34,1,,-12,-28,13
US,Alabama,Cherokee County,-24,6,,,-29,
US,Alabama,Chilton County,-41,-11,,-27,-26,14
US,Alabama,Choctaw County,-13,-16,,,-28,
US,Alabama,Clarke County,-27,-24,,,-27,
US,Alabama,Clay County,-33,-14,,,-20,
US,Alabama,Cleburne County,-22,-3,,-36,-9,
US,Alabama,Coffee County,-28,-15,,,-26,11
US,Alabama,Colbert County,-30,-6,-14,-20,-22,12
US,Alabama,Conecuh County,-49,-10,,-33,-21,
US,Alabama,Coosa County,,,,,-28,
US,Alabama,Covington County,-37,-15,,,-23,7
US,Alabama,Crenshaw County,-57,-17,,,-35,
US,Alabama,Cullman County,-33,-2,86,-33,-29,8
US,Alabama,Dale County,-34,-9,,-17,-25,11
US,Alabama,Dallas County,-27,-2,,,-22,5
US,Alabama,DeKalb County,-38,-7,9,-33,-23,11
US,Alabama,Elmore County,-40,-13,50,,-37,8
US,Alabama,Escambia County,-35,-20,,,-27,7
US,Alabama,Etowah County,-47,-13,19,-27,-33,9
US,Alabama,Fayette County,-23,,,,-28,
US,Alabama,Franklin County,-27,-4,,,-14,5
US,Alabama,Geneva County,-34,-4,,,-28,-2
US,Alabama,Greene County,11,-22,,-32,-33,
US,Alabama,Hale County,-46,-29,,,-14,
US,Alabama,Henry County,-46,-8,,,-29,
US,Alabama,Houston County,-46,-18,23,-27,-30,9
US,Alabama,Jackson County,-31,-4,,,-25,12
US,Alabama,Jefferson County,-48,-16,7,-43,-36,11
US,Alabama,Lamar County,0,2,,,-28,
US,Alabama,Lauderdale County,-43,-14,-15,,-33,9
US,Alabama,Lawrence County,-27,-6,,,-25,7
US,Alabama,Lee County,-52,-23,-14,,-36,11
US,Alabama,Limestone County,-35,-12,38,,-32,9
US,Alabama,Lowndes County,,,,-29,-34,
US,Alabama,Macon County,-29,-12,,-42,-37,
US,Alabama,Madison County,-46,-17,35,-39,-38,10
US,Alabama,Marengo County,-18,-4,,,-17,
US,Alabama,Marion County,-31,-4,,,-24,
US,Alabama,Marshall County,-34,-4,107,,-30,8
US,Alabama,Mobile County,-39,-11,-21,-30,-29,9
US,Alabama,Monroe County,-28,-7,,,-27,
US,Alabama,Montgomery County,-44,-14,-9,-14,-34,11
US,Alabama,Morgan County,-37,-4,18,-27,-27,8
US,Alabama,Perry County,-53,4,,,-29,
US,Alabama,Pickens County,-36,-4,,,-36,
US,Alabama,Pike County,-39,-36,,,-25,0
US,Alabama,Randolph County,-29,-14,,,-22,
US,Alabama,Russell County,-28,-5,,,-27,13
US,Alabama,Shelby County,-43,-20,44,,-36,12
US,Alabama,St. Clair County,-30,-15,,-24,-34,9
US,Alabama,Sumter County,-52,-6,,,-31,
US,Alabama,Talladega County,-31,-10,17,-12,-33,7
US,Alabama,Tallapoosa County,-31,-9,,,-25,13
US,Alabama,Tuscaloosa County,-46,-14,-1,-29,-40,12
US,Alabama,Walker County,-37,-10,,-32,-24,12
US,Alabama,Washington County,,-13,,,-25,
US,Alabama,Wilcox County,-49,-17,,,-31,
US,Alabama,Winston County,-28,1,,,-21,
US,Alaska,Anchorage,-49,-25,51,-53,-39,11
US,Alaska,Bethel,,-26,,,-19,
US,Alaska,Fairbanks North Star,-48,-34,,-76,-32,12
US,Alaska,Juneau,-61,-34,-34,-66,-31,-1
US,Alaska,Kenai Peninsula Borough,-49,-28,,,-24,14
US,Alaska,Ketchikan Gateway,-48,-38,,,-32,
US,Alaska,Kodiak Island,-50,,,,-23,
US,Alaska,Matanuska-Susitna,-48,-33,,,-33,10
US,Alaska,North Slope,,,,,-7,
US,Alaska,Sitka,-59,,,,-31,
US,Alaska,Southeast Fairbanks,,,,,-35,
US,Alaska,Valdez-Cordova,,,,,-22,
US,Arizona,Apache County,-38,-13,-35,-8,-27,20
US,Arizona,Cochise County,-37,-21,-14,-23,-29,8
US,Arizona,Coconino County,-55,-24,-25,-34,-38,12
US,Arizona,Gila County,-14,16,95,,-28,11
US,Arizona,Graham County,-21,14,-63,,-19,11
US,Arizona,Greenlee County,-37,-10,,,-28,
US,Arizona,La Paz County,-61,-35,-54,-50,-21,
US,Arizona,Maricopa County,-40,-18,-6,-44,-33,10
US,Arizona,Mohave County,-36,-13,-13,-23,-37,9
US,Arizona,Navajo County,-29,-9,11,-12,-28,10
US,Arizona,Pima County,-43,-16,-16,-43,-36,10
US,Arizona,Pinal County,-27,-23,1,-28,-31,8
US,Arizona,Santa Cruz County,-56,-47,-29,-25,-33,18
US,Arizona,Yavapai County,-40,-15,6,-27,-38,9
US,Arizona,Yuma County,-45,-21,-17,-53,-27,10
US,Arkansas,Arkansas County,-22,-7,,,-11,
US,Arkansas,Ashley County,-24,-4,,,-27,
US,Arkansas,Baxter County,-30,-2,,,-26,11
US,Arkansas,Benton County,-36,-16,56,-65,-34,9
US,Arkansas,Boone County,-25,-17,,,-32,14
US,Arkansas,Bradley County,-28,-17,,,-37,
US,Arkansas,Carroll County,-27,14,,,-27,-1
US,Arkansas,Chicot County,-19,6,,,-25,
US,Arkansas,Clark County,-33,2,,-23,-22,
US,Arkansas,Clay County,-7,-2,,,-21,
US,Arkansas,Cleburne County,-16,0,,,-37,
US,Arkansas,Cleveland County,,,,,-33,
US,Arkansas,Columbia County,-18,-20,,,-20,
US,Arkansas,Conway County,2,4,,-2,-25,
US,Arkansas,Craighead County,-32,-3,-59,-5,-24,4
US,Arkansas,Crawford County,-16,-1,,-11,-21,14
US,Arkansas,Crittenden County,-15,-11,,-17,-26,15
